time,Btc-open,Btc-high,Btc-low,Btc-close,Btc-volume,Eth-open,Eth-high,Eth-low,Eth-close,Eth-volume
09/07/2024 16:00,57474.58,57866.2,57399.13,57694.24,468.9800681,3067.69,3088.81,3061.13,3076.33,2463.305648
09/07/2024 17:00,57693.72,57801.2,57372.56,57531.7,265.8457988,3076.32,3079.98,3046.8,3052.48,1713.283249
09/07/2024 18:00,57525.25,58295.31,57441.02,57907.42,1160.681735,3052.24,3082.04,3047.34,3059.89,2653.868261
09/07/2024 19:00,57907.37,57942.52,57680.96,57858.29,1301.804933,3059.78,3070.2,3053.61,3067.97,1679.00688
09/07/2024 20:00,57858.3,58103.6,57695.52,57940.49,354.072226,3068.02,3079.42,3063.3,3072.27,1402.504178
09/07/2024 21:00,57938.05,57979.29,57750.22,57787.75,235.236162,3072.45,3073.55,3056.44,3060.64,3296.834868
09/07/2024 22:00,57788.55,58273.34,57707.94,57935.15,392.3569378,3060.64,3077.31,3046.4,3059.68,3226.975692
09/07/2024 23:00,57935.14,58114.11,57855.65,58047.86,251.7409259,3059.89,3070.26,3055.92,3066.51,999.6047107
10/07/2024 0:00,58047.86,58047.87,57424.65,57490.71,311.5074897,3066.35,3067.09,3027.12,3032.7,2978.413973
10/07/2024 1:00,57493.61,58000,57340.7,57809.45,269.0377464,3032.59,3068.44,3023.8,3059.45,2641.266361
10/07/2024 2:00,57807.29,57919.99,57644.16,57887.24,145.3406644,3058.86,3072.87,3049.49,3071.01,1461.636373
10/07/2024 3:00,57894.5,58212.73,57846.45,58184.8,222.9004011,3071.32,3083,3068.47,3080.67,1534.280292
10/07/2024 4:00,58184.67,59441.77,58184.67,59348.58,1721.831228,3080.42,3130.37,3080.42,3119.56,7734.061224
10/07/2024 5:00,59347.37,59481.93,58834.92,58989.19,496.5002891,3119.28,3124.55,3097.93,3103.35,2653.386592
10/07/2024 6:00,58987.7,59344.98,58861.1,59257.58,253.0996475,3103.14,3115.34,3095.3,3111.09,1619.988121
10/07/2024 7:00,59257.67,59304.63,58850,58983.38,172.5284366,3111.52,3113.09,3088.4,3098.03,1186.281396
10/07/2024 8:00,58985.13,59043.27,58605.47,58758.6,393.9353231,3098.22,3100.87,3079.74,3087.61,1793.190138
10/07/2024 9:00,58758.31,58780,58400,58493.34,405.8012324,3087.6,3091.24,3078.6,3087.82,1848.978548
10/07/2024 10:00,58493.37,58714.21,58308.09,58648.8,587.8685737,3088.73,3109.25,3081.61,3103.24,1914.215951
10/07/2024 11:00,58644.96,58709.93,58341.6,58483.17,461.2817924,3102.51,3106.92,3088.96,3102.34,1821.094904
10/07/2024 12:00,58485.87,58559.18,57741.61,58147.67,799.8437458,3102.67,3113.01,3076.87,3109.22,4025.073774
10/07/2024 13:00,58147.68,58288.77,57509.76,57759.28,1090.723652,3109.21,3121.81,3090.93,3105.81,3807.70596
10/07/2024 14:00,57754.87,57884.38,57480,57702.69,663.0268549,3105.81,3119.94,3091.83,3100.21,2864.849316
10/07/2024 15:00,57699.69,58029.77,57484.7,57687.42,471.3583159,3100.15,3129.18,3088.98,3121.9,5396.212669
10/07/2024 16:00,57693.61,58015.23,57580.68,57691.41,410.4805194,3122.1,3150.72,3114.69,3120.42,6259.211015
10/07/2024 17:00,57691.41,57758.47,57430,57627.95,296.1874018,3120.22,3123.6,3096.71,3102.66,2962.405507
10/07/2024 18:00,57629,57783.1,57476.94,57623.51,302.4999223,3102.65,3110.42,3093.67,3102.05,1638.693771
10/07/2024 19:00,57617.98,57617.98,57333.43,57384.25,798.3325242,3101.95,3110.02,3090.38,3105.79,3065.220537
10/07/2024 20:00,57384.06,57547.03,57157.28,57404.84,447.1095031,3106.4,3111.95,3090.4,3095.89,3218.685845
10/07/2024 21:00,57404.83,57550.06,57270.14,57430.81,173.8180659,3095.76,3102.74,3079.86,3095.29,1876.752682
10/07/2024 22:00,57430.81,57835.79,57418.57,57703.09,394.9177421,3095.29,3107.28,3094.96,3100.66,2003.225998
10/07/2024 23:00,57696.98,57870.52,57582,57712.59,329.701222,3100.57,3106.84,3095.63,3100.3,1303.257853
11/07/2024 0:00,57713.4,57713.42,57356.97,57613.52,324.0319248,3100.35,3102.97,3085.3,3101.03,1970.39334
11/07/2024 1:00,57613.51,58379.13,57464.22,58277.97,450.4130195,3100.72,3129.92,3088.96,3121.2,2312.226766
11/07/2024 2:00,58267.32,58365.21,57731.31,57866.42,283.4980209,3121.47,3124.64,3096.36,3104.11,2091.185013
11/07/2024 3:00,57864.33,57964.18,57036.41,57552.02,584.2188125,3104.19,3108.26,3055,3076.77,3006.008197
11/07/2024 4:00,57550.36,57780.1,57474.49,57768.67,187.5623561,3076.77,3088.46,3073.63,3084.48,793.4241175
11/07/2024 5:00,57772.02,58081.37,57695.11,57987.59,206.8790961,3084.61,3100.54,3081.88,3097.86,1360.989953
11/07/2024 6:00,57988.76,58095.05,57866.93,57997.64,147.7759683,3097.63,3109.9,3093.18,3105.42,1088.362661
11/07/2024 7:00,57993.4,58309.54,57911.18,58183.93,256.8815328,3105.47,3124.59,3102.83,3117.93,1053.758327
11/07/2024 8:00,58185.11,58318.21,58037.01,58149,150.8964143,3118.42,3130.56,3113.2,3122.67,1380.259857
11/07/2024 9:00,58154.08,58372.99,58061.5,58281.94,291.6765084,3122.67,3146.76,3119.41,3143.26,2191.016929
11/07/2024 10:00,58281.94,58488,58164.66,58450,253.584361,3143.56,3156,3136.42,3145.12,2693.426642
11/07/2024 11:00,58449.99,58894.25,58386.62,58773.88,876.4080587,3145.12,3157.23,3132.69,3147.31,3945.455234
11/07/2024 12:00,58772.99,59533.06,58477.47,58812.57,1970.959487,3147.31,3220.48,3128.64,3193.05,15680.96429
11/07/2024 13:00,58815.86,58985.79,58258.23,58571.78,1144.310878,3192.91,3192.91,3158.21,3180.86,4249.557258
11/07/2024 14:00,58578.14,58692.41,57550.56,57797.42,1327.339861,3181.79,3185.56,3128.27,3149.91,6029.078209
11/07/2024 15:00,57797.42,58141.34,57267.73,57411.66,726.0521217,3149.87,3158.08,3104.94,3118.64,8166.86356
11/07/2024 16:00,57411.64,57749.55,57180.25,57652.12,294.025912,3118.85,3137.53,3099.42,3126.28,3764.301222
11/07/2024 17:00,57649.02,57944.35,57586.89,57802.02,272.5665938,3126.53,3141.51,3120.2,3131.03,2046.493884
11/07/2024 18:00,57802.03,58000,57669.81,57846.32,224.4098003,3130.58,3148.14,3129.07,3137.96,2065.056805
11/07/2024 19:00,57838.27,57861.74,57350,57386.03,539.8926602,3138.12,3139.72,3105.63,3106.91,4707.179579
11/07/2024 20:00,57387.78,57604.98,57215.63,57558.22,254.0903123,3106.74,3117.13,3090.25,3116.07,2573.033195
11/07/2024 21:00,57558.22,57628.68,57312.89,57459.91,158.1403275,3116.3,3121.43,3101.37,3109.93,1584.347124
11/07/2024 22:00,57461.22,57553.1,57147.97,57340.53,231.1019805,3109.7,3110.99,3094.22,3102.77,1624.998479
11/07/2024 23:00,57346.62,57403.61,57153.62,57340.77,276.8177881,3103.33,3105.99,3085.61,3099.29,1419.523928
12/07/2024 0:00,57343.66,57577.14,57152.37,57182.03,209.5468437,3099.35,3118.27,3090.62,3093.86,1147.541411
12/07/2024 1:00,57182.02,57362.15,56538.33,56949.33,512.2809474,3093.83,3106.63,3055.27,3088.47,2795.265992
12/07/2024 2:00,56949.32,57419.57,56883.58,57328.17,356.4769271,3088.19,3110.01,3085.4,3107.12,1429.349759
12/07/2024 3:00,57325.31,57368.88,56859.95,56916.82,174.9293954,3107.12,3108.94,3081.89,3085.64,1212.582976
12/07/2024 4:00,56916.82,57075.25,56721.41,57021.82,199.1881286,3085.66,3090.68,3065.41,3083.98,1254.884075
12/07/2024 5:00,57021.65,57125.2,56944,57030.71,197.9874541,3083.99,3088.43,3076.01,3083.15,737.9660815
12/07/2024 6:00,57030.7,57407.39,57023.78,57217.63,265.3919309,3083.03,3098.76,3081.39,3092.27,877.2365112
12/07/2024 7:00,57218.23,57316.56,56851.72,57114.39,426.341501,3092.22,3098.84,3058.13,3072.72,1283.251404
12/07/2024 8:00,57114.38,57331.74,57022.96,57320.88,250.8282818,3072.22,3086.19,3067.86,3081.41,1339.618524
12/07/2024 9:00,57321.44,57325.91,56867.32,56953.32,157.9539401,3081.42,3081.67,3048.29,3058.7,3213.449888
12/07/2024 10:00,56953.31,57200,56763.56,57182.56,212.4151493,3058.71,3072.68,3045.8,3071.32,1410.034546
12/07/2024 11:00,57178.99,57296.44,57072.92,57225.1,232.6469132,3071.22,3074.9,3064.59,3070.96,928.848036
12/07/2024 12:00,57225.09,57502.89,57102.47,57395.33,622.7281468,3070.86,3081.94,3058,3075.71,2818.371993
12/07/2024 13:00,57395.41,58024.8,57361.36,57863.87,909.5639245,3075.71,3125.97,3074.06,3120.01,3469.37225
12/07/2024 14:00,57863.87,58043.3,57702.51,57837.5,684.4362991,3120.01,3128.27,3111.03,3119.33,3489.16037
12/07/2024 15:00,57837.51,58295.08,57786.54,58221,551.5280556,3119.32,3140.76,3116.52,3132.19,2181.773576
12/07/2024 16:00,58221.78,58449.99,57944.78,58129.72,477.1462695,3132.2,3148.15,3117.23,3139.88,3834.307287
12/07/2024 17:00,58129.79,58336.07,57966.66,58180.37,685.7021823,3139.88,3158.3,3133.2,3144.26,2802.579531
12/07/2024 18:00,58176.05,58550,58082.9,58320.71,945.16518,3144.27,3154.88,3133.25,3143.41,2319.027407
12/07/2024 19:00,58318.09,58381.28,57519.15,57611.34,1272.425375,3143.4,3145.28,3113.04,3116.29,4367.204215
12/07/2024 20:00,57601.72,57672.94,57152.89,57539.5,734.9409835,3116.22,3120.77,3090.42,3109.69,2771.437026
12/07/2024 21:00,57539.51,57700,57504.19,57608.01,166.1152326,3109.69,3123.31,3108.38,3119.81,1377.769819
12/07/2024 22:00,57604.69,57898.41,57585.99,57796.43,159.5225626,3119.87,3132.15,3117,3128.11,1286.028344
12/07/2024 23:00,57797.13,57935.81,57725,57909.03,111.3423777,3128.11,3136.16,3125.45,3135.05,891.4495883
13/07/2024 0:00,57908.61,57949.99,57780.03,57855.76,123.933771,3134.84,3139.27,3127.03,3133.35,825.6629699
13/07/2024 1:00,57855.77,57990.56,57813.65,57900.56,77.73691632,3133.45,3140.98,3129.61,3130.33,579.0359883
13/07/2024 2:00,57900.56,57983.55,57781.64,57963.06,69.80375048,3130.34,3130.6,3122.66,3128.57,740.4734045
13/07/2024 3:00,57961.8,58011.12,57806.43,57840,48.22177102,3128.57,3131.02,3121,3121.94,412.2527136
13/07/2024 4:00,57840,57878.02,57788.03,57799.98,47.67265118,3121.93,3121.94,3114.15,3116.62,477.3519299
13/07/2024 5:00,57796.83,58177.83,57770.92,58090.19,114.8049522,3116.86,3139.75,3114.23,3134.75,1341.94193
13/07/2024 6:00,58091.32,58238.08,58017.85,58046.42,82.63548735,3134.65,3143.43,3131.35,3135.98,869.6929056
13/07/2024 7:00,58049.74,58180.44,58023.46,58178.51,62.65564424,3135.98,3142.36,3135.09,3141.13,410.5168588
13/07/2024 8:00,58178.5,58208.64,57959.1,57970.55,64.45246464,3141.12,3141.6,3130.06,3130.42,430.8023898
13/07/2024 9:00,57976.03,58844.02,57931.05,58687.09,385.5068346,3130.43,3171.19,3129.73,3166.43,2228.268445
13/07/2024 10:00,58687.09,58776.8,58355.2,58441.16,134.1798196,3166.42,3169.67,3150.05,3159.12,1311.103061
13/07/2024 11:00,58448.32,58610.28,58388.2,58541.5,110.6257843,3159.12,3161.53,3151.93,3157.57,755.1727908
13/07/2024 12:00,58541.51,58898,58439.79,58767.35,324.2097205,3157.8,3165.89,3152.71,3157.8,1031.788689
13/07/2024 13:00,58763.57,58836.56,58572.77,58625.45,223.5026353,3157.8,3159.56,3147.24,3154.93,960.3084045
13/07/2024 14:00,58620.46,58809.62,58477.14,58805.25,104.6535466,3154.93,3155.24,3141.39,3154.73,1329.393915
13/07/2024 15:00,58798.52,58887.29,58691.63,58848.18,169.0416222,3154.72,3161,3150.24,3155.94,1537.551246
13/07/2024 16:00,58848.11,58978.53,58607.16,58630,199.4139566,3155.83,3163.65,3150.38,3152.96,916.3381774
13/07/2024 17:00,58630,58717.69,58580,58717.68,90.64465769,3153.16,3157.22,3147.38,3157.22,571.0441434
13/07/2024 18:00,58717.68,58818.57,58580.57,58645.22,92.80094052,3157.2,3161.59,3148.22,3153.63,924.1830502
13/07/2024 19:00,58650.66,58759.08,58606.08,58636.19,68.65198766,3153.44,3166.32,3152.95,3164.06,620.0174429
13/07/2024 20:00,58629.11,58696.84,58573.53,58606.46,62.93988511,3164.03,3169.53,3159.73,3163.14,662.3759922
13/07/2024 21:00,58606.44,58713.98,58584.01,58701.48,56.94387639,3163.38,3166.3,3161.18,3166.06,851.3384775
13/07/2024 22:00,58701.85,59583,58292.08,59502.95,899.906017,3166.06,3197.97,3145,3192.52,3553.03129
13/07/2024 23:00,59497.64,59875,59135.2,59224.58,640.166765,3193.36,3203.05,3172.83,3176.71,2706.381765
14/07/2024 0:00,59224.58,59810.23,59209.2,59764.23,327.7539295,3176.61,3195,3173.71,3188.41,1695.46952
14/07/2024 1:00,59764.25,59858.77,59457.42,59724.97,348.3095536,3188.38,3189.61,3174.2,3188.01,1727.643961
14/07/2024 2:00,59724.97,59772.98,59290.05,59381.59,158.7230096,3188,3189.69,3164.66,3174.01,1194.154328
14/07/2024 3:00,59380.91,59604.95,59354.14,59483.51,89.92164591,3174.03,3181.27,3170.46,3173.79,566.1663657
14/07/2024 4:00,59482.45,60107.87,59433.8,59974.6,374.9331984,3173.74,3201,3172.16,3194.33,1689.82885
14/07/2024 5:00,59971.92,60316.56,59823.92,60285.66,368.6202526,3194.45,3207.87,3186.21,3202.56,1432.957598
14/07/2024 6:00,60288.92,60356.45,59816.3,59903.55,216.8654485,3202.56,3206.23,3188.17,3191.94,1615.069568
14/07/2024 7:00,59897.11,60161.62,59846.46,60086.41,119.4149571,3192.23,3203.99,3188.27,3196.93,1245.660895
14/07/2024 8:00,60088.05,60431.16,60088.05,60223.06,174.6375814,3196.83,3221.98,3196.83,3211.83,1476.696516
14/07/2024 9:00,60216.14,60391.28,60148.05,60216.84,124.2133282,3211.6,3226.73,3207.62,3214.36,1071.054444
14/07/2024 10:00,60216.32,60264.62,59928.29,59955.03,182.4964018,3214.11,3218.64,3198.34,3199.43,1186.735853
14/07/2024 11:00,59955.03,60166.69,59934.91,60136.84,183.6406863,3199.42,3208,3198.55,3203.79,1063.951444
14/07/2024 12:00,60136.83,60146.49,59589.61,59609.28,342.8474664,3204.2,3211.4,3190.29,3191.26,2311.996392
14/07/2024 13:00,59609.28,59801.77,59599.27,59718.1,157.8845103,3191.25,3196.91,3184,3185.03,1140.327681
14/07/2024 14:00,59716.09,60247.49,59492,60030.43,230.4094363,3185.03,3204.76,3174.87,3192.6,2005.123749
14/07/2024 15:00,60030.43,60170.02,59887.2,60100.85,147.2417336,3192.79,3197.6,3182.21,3191.11,1502.367579
14/07/2024 16:00,60099,60136.07,59905.24,60124.17,164.1557612,3191.23,3198.75,3186.43,3197.23,770.7158897
14/07/2024 17:00,60124.29,60214.7,59940.5,60030.33,164.8239596,3197.3,3198.06,3184.43,3191.54,1478.105854
14/07/2024 18:00,60030.33,60109.42,59960,60052.82,94.55379079,3191.48,3193.38,3183.94,3187.49,790.8752828
14/07/2024 19:00,60052.82,60061.34,59918.71,59927.3,78.55022627,3187.48,3192.57,3186.49,3191.82,725.0934734
14/07/2024 20:00,59932.9,60421.67,59900,60117.78,237.2041875,3191.81,3207.85,3191.1,3200.8,1099.15341
14/07/2024 21:00,60113.29,61428.67,60045.61,61299.11,755.3096039,3200.8,3257.83,3196.27,3255.18,3153.814942
14/07/2024 22:00,61299.12,61422.89,60775.73,60880.19,642.2741903,3255.69,3267.19,3241.71,3247,3568.920518
14/07/2024 23:00,60880.01,61195.84,60710.01,60808.42,447.5891717,3247,3270.12,3239.6,3246.38,4354.377471
15/07/2024 0:00,60804.97,61338.5,60666.59,61239.98,649.6040546,3246.38,3289.39,3233.86,3279.66,4678.912843
15/07/2024 1:00,61239.99,61832,61197.89,61428.5,777.1747463,3279.66,3301.12,3271.81,3274.85,5572.539505
15/07/2024 2:00,61428.5,62650,61324.8,62520.38,1601.341289,3274.84,3340.91,3269.1,3333.3,8497.841742
15/07/2024 3:00,62519.48,62854.15,62359.95,62681.98,967.5217804,3333.29,3344.78,3318.35,3331.34,3041.934612
15/07/2024 4:00,62685.35,62880,62458.45,62631.58,627.095892,3331.18,3340.75,3322.86,3338.22,3684.838549
15/07/2024 5:00,62635.9,62999.99,62557.96,62844.98,565.4812813,3338.6,3348,3330.73,3337.23,2462.149822
15/07/2024 6:00,62838.67,63058.07,62739.07,62899.99,742.8722905,3337.36,3366.22,3333.45,3351.48,3791.871835
15/07/2024 7:00,62900.04,63123.99,62783.72,62876.53,694.4840216,3351.32,3371.1,3344.94,3358.16,2806.92376
15/07/2024 8:00,62874.14,63293.19,62822.98,62915.59,411.134102,3358.15,3375,3348.12,3355.33,3677.423824
15/07/2024 9:00,62915.37,62931.43,62544.6,62670.19,464.2169559,3355.2,3365.06,3341.69,3349.91,3191.895864
15/07/2024 10:00,62664.86,62833.49,62440.34,62562.43,190.2375806,3349.72,3353.23,3332.84,3337.24,1287.124091
15/07/2024 11:00,62568.26,62633.23,62316.01,62470.09,196.1542249,3337.24,3346.68,3329.08,3341.08,1653.215728
15/07/2024 12:00,62464.96,62842.04,62459,62635.9,336.5236609,3341.07,3354.88,3334.63,3345.33,1981.440684
15/07/2024 13:00,62641.37,63007.71,62486.73,62941.34,942.5523387,3345.16,3362.76,3338.46,3358.08,2880.89351
15/07/2024 14:00,62941.96,63283.69,62765.67,63257.44,1235.796509,3358.27,3377.39,3345.68,3373.47,4682.279972
15/07/2024 15:00,63257.44,63367.35,62905.77,63070.68,1228.953268,3373.58,3395,3363.26,3369.16,5324.403712
15/07/2024 16:00,63070.68,63703.61,62888.84,63470.03,1559.363721,3369.16,3406.89,3360.07,3391.47,5362.121515
15/07/2024 17:00,63471.51,63803.58,63132.74,63139.64,1296.20741,3391.67,3404.69,3377.03,3385.39,5600.305763
15/07/2024 18:00,63139.65,63721.52,63042.38,63575.85,1253.57292,3385.78,3415.31,3378.53,3399.79,6932.285732
15/07/2024 19:00,63575.84,63935.15,63242.47,63426.27,2170.496335,3399.8,3433.35,3382.66,3409.82,11694.29915
15/07/2024 20:00,63426.27,63828.68,63319.44,63780.38,559.4541606,3409.81,3448.68,3407.12,3435.21,10083.27628
15/07/2024 21:00,63775.01,63840,63351.69,63570.44,276.6918009,3435.21,3440.26,3415.82,3422.45,2930.438687
15/07/2024 22:00,63569.66,64809,63537.3,64384.83,1255.931834,3422.45,3496.03,3421.83,3475.18,5663.239477
15/07/2024 23:00,64389.65,64943.61,64266.41,64757.16,598.8717018,3475.39,3495.51,3466.29,3485.87,2588.092499
16/07/2024 0:00,64757.16,64999.99,64461.32,64651.15,486.7929289,3485.35,3499.99,3460.01,3471.63,3571.645179
16/07/2024 1:00,64651.15,64909.04,64500.05,64875.66,357.0312202,3471.64,3487.54,3464.01,3480,2163.723667
16/07/2024 2:00,64876.34,64880.31,64566.69,64859.66,344.3628017,3480.47,3482.25,3456.25,3468.72,2258.257657
16/07/2024 3:00,64856.41,64899.54,64646.81,64786.96,352.2932602,3467.64,3475.03,3460.1,3471.61,1416.540564
16/07/2024 4:00,64786.95,65025.74,64506.45,64523.29,446.3797683,3471.5,3480.34,3455.5,3461.34,1660.451087
16/07/2024 5:00,64523.29,64597.3,63481.55,63671.03,1074.083738,3461.23,3467.51,3403.91,3416.73,7199.010144
16/07/2024 6:00,63671.02,63899.99,62786.14,62913.62,684.0922293,3416.86,3435.76,3386.14,3399.99,2268.042323
16/07/2024 7:00,62924.43,63371,62758.27,62941.27,859.9845802,3399.99,3418.96,3374.07,3379.28,6466.195267
16/07/2024 8:00,62944.76,63136.06,62410.33,62843.16,432.8068247,3379.93,3392.37,3348,3376.13,3179.943846
16/07/2024 9:00,62846.97,63282.95,62702.59,63207.18,310.2813622,3376.26,3401.28,3368.07,3396.31,1567.568383
16/07/2024 10:00,63206.68,63676.88,63101.27,63457.27,437.6675593,3396.01,3426.84,3390.03,3410.25,1901.19063
16/07/2024 11:00,63457.28,63893.13,63176.33,63786.86,446.0769828,3410.71,3426.22,3398.47,3421.28,2705.268963
16/07/2024 12:00,63786.86,64296.22,63638.85,63770.79,516.0939595,3421.32,3433.96,3398,3404.9,3943.931525
16/07/2024 13:00,63770.79,64139.18,63425.64,63453.66,828.7133091,3404.59,3423.39,3394.19,3397.77,3796.858135
16/07/2024 14:00,63453.66,63925.66,63088.87,63851.03,845.8154918,3397.61,3417.06,3376.67,3414.54,4315.902209
16/07/2024 15:00,63854.82,64999.99,63810.62,64904.68,1135.612303,3414.53,3486.06,3413.58,3477.31,8522.262627
16/07/2024 16:00,64904.66,65240.37,64246.13,64536.71,1077.252287,3477.24,3496.3,3442.6,3466.78,7858.059875
16/07/2024 17:00,64536.71,64686.06,64142.46,64591.92,694.0667073,3466.78,3472.21,3450.16,3460.27,4142.310882
16/07/2024 18:00,64586.73,64972.84,64443.54,64826.08,568.1100189,3460.28,3473.02,3451.07,3464.49,3404.964887
16/07/2024 19:00,64824.63,65241.21,64625.29,65208.43,1031.591503,3464.45,3485.89,3454.66,3476.52,5192.387891
16/07/2024 20:00,65206.17,65231.97,64647.07,64696.5,310.3550726,3476.07,3476.99,3438.16,3440.56,3391.630644
16/07/2024 21:00,64692.99,64871.99,64517.25,64522.85,278.9915744,3440.56,3447.91,3427.35,3437.65,2550.829087
16/07/2024 22:00,64522.86,64660.47,64170.29,64645.04,439.1462716,3437.64,3440.93,3414.82,3429.97,3071.221139
16/07/2024 23:00,64641.49,65405.89,64641.46,65088.99,734.3182697,3429.68,3461.26,3428.53,3446.67,3885.293404
17/07/2024 0:00,65086.55,65650,64978.06,65545.01,432.6170064,3446.67,3472.3,3443.86,3467.1,2345.916644
17/07/2024 1:00,65545,66139,65473.26,65695.45,672.2084433,3467.11,3518.38,3466.59,3483.92,5931.699009
17/07/2024 2:00,65692.44,65939.39,65566.66,65648.94,301.8433051,3484.25,3495.04,3474.38,3479.98,2414.78153
17/07/2024 3:00,65645.56,65833.75,65418.55,65735.71,201.2723802,3479.93,3490.51,3466.41,3481.83,2104.111185
17/07/2024 4:00,65730.46,66047.27,65569.87,65873.09,328.4293633,3481.84,3497.78,3473.52,3497.78,1245.20458
17/07/2024 5:00,65873.15,66040.51,65643.23,65668.29,297.6511633,3497.74,3516.58,3491.26,3500.17,3406.664741
