time,Btc-open,Btc-high,Btc-low,Btc-close,volume,Eth-open,Eth-high,Eth-low,Eth-close,Eth-volume
08/06/2021 6:00,32918.79,32966.28,32583.91,32627.6,517.9248633,2506.85,2515.38,2468.17,2472.61,9291.014387
08/06/2021 7:00,32627.59,33257.97,32177,32979.31,1193.755847,2472.61,2524.99,2441,2516.19,12710.66456
08/06/2021 8:00,32980.69,33356.39,32900,32930.81,649.1292448,2516.19,2559.97,2516.19,2523.02,7335.439678
08/06/2021 9:00,32932.28,32975.16,32699.09,32835.91,437.8465029,2523.07,2525.48,2490,2496.32,6849.791721
08/06/2021 10:00,32835.91,33201.45,32684.97,32823.33,880.9309575,2496.33,2529.94,2473.08,2494.78,9937.492175
08/06/2021 11:00,32823.33,33230,32720,33128.46,677.4645715,2494.78,2544,2485,2535.56,10588.21982
08/06/2021 12:00,33123.94,33204.49,32834.99,32911.15,700.3381015,2534.92,2541.64,2499.58,2501.99,9571.652917
08/06/2021 13:00,32911.14,32968,32370.92,32389.45,1847.529023,2501.93,2511.65,2435.07,2436.87,17649.79921
08/06/2021 14:00,32389.46,32540.01,31468.01,31761.81,4159.3083,2436.87,2454.76,2351.19,2382.72,56066.31994
08/06/2021 15:00,31761.81,31824.98,31004.95,31726.12,3852.226555,2383.58,2395.2,2306.52,2377.36,45544.78953
08/06/2021 16:00,31726.13,32392.11,31600.1,32201.01,2026.899783,2377.31,2437,2360,2409.78,30000.19185
08/06/2021 17:00,32201.37,32234.03,31880.13,32192.52,1101.396674,2409.78,2428,2393.8,2424.82,10443.03381
08/06/2021 18:00,32193.32,32809.93,32100.4,32785.33,1776.205815,2424.68,2488.07,2417.76,2487.11,17280.1011
08/06/2021 19:00,32780.33,33036.49,32666.25,32909.62,1551.330327,2486.05,2519.61,2468.04,2505.01,16397.27367
08/06/2021 20:00,32909.61,33931.82,32703.4,33642.33,1561.587219,2505.01,2552.24,2484.1,2538.45,17638.26859
08/06/2021 21:00,33636.23,33828.32,33121.77,33497.06,1232.714189,2538.11,2541.89,2504.04,2520.06,9571.271773
08/06/2021 22:00,33494.24,33827,33371.16,33468.41,554.0842134,2520.07,2547.54,2513.2,2522.7,7364.03782
08/06/2021 23:00,33467.26,33669,33350,33402.13,695.9063296,2522.95,2539.87,2507.49,2509.11,10202.33146
09/06/2021 0:00,33402.13,33561.1,32822.99,32917.37,958.9736427,2509.1,2525,2452.43,2455.22,17338.97033
09/06/2021 1:00,32917.38,33059.12,32468.94,32538.94,948.0455259,2455.2,2476.08,2425.46,2431,13621.8782
09/06/2021 2:00,32538.94,33300,32408.53,32888.35,1255.588481,2432,2476,2415.33,2451.99,14024.10109
09/06/2021 3:00,32898.2,33126.56,32643.86,32886.62,787.9936144,2452,2475,2439.16,2457.64,7950.162619
09/06/2021 4:00,32883.3,33017.01,32560.55,32990.37,606.8419752,2456.72,2466.28,2406.33,2458.29,10956.10794
09/06/2021 5:00,32995.97,33772.97,32935.01,33533.94,1210.161626,2458.29,2499,2449.53,2477.4,8983.394947
09/06/2021 6:00,33533.93,34380,33465.48,34242.96,965.0480325,2477,2544.38,2467.82,2535.32,11834.10986
09/06/2021 7:00,34239.61,34608.1,34117.94,34192.33,946.2451482,2535.05,2543.34,2501.34,2504.47,7427.222564
09/06/2021 8:00,34192.32,34323.96,33710.94,34079.41,734.3058148,2505.08,2513.9,2474.01,2484.95,6922.833246
09/06/2021 9:00,34079.41,34400.03,33999.22,34021.8,494.3599246,2485,2512.67,2473.34,2478.77,5715.086833
09/06/2021 10:00,34021.8,34733,33965.55,34508.46,598.9330415,2478.54,2522.78,2470.17,2499,6218.035656
09/06/2021 11:00,34508.47,35075,34392.92,35010.4,839.9985547,2499.26,2548.29,2488.65,2538.55,8295.664354
09/06/2021 12:00,35017.72,35435.44,34861.83,34918.3,1208.589958,2538.29,2582.12,2536.02,2544.01,17079.99113
09/06/2021 13:00,34921.93,35203.64,34772.39,35117.32,923.826344,2544.01,2551.62,2515.97,2531.56,8982.308433
09/06/2021 14:00,35118,35439.99,34608.83,34704.71,1566.637949,2531.71,2553.84,2450.03,2458.89,19957.85653
09/06/2021 15:00,34704.59,36696.72,34698.66,36376.95,3792.765916,2458.58,2580.65,2457.89,2569.04,38332.34967
09/06/2021 16:00,36376.64,36707.75,36100,36526.68,1463.74449,2569.36,2621.99,2556,2599.81,22209.57007
09/06/2021 17:00,36526.68,36950,36300,36575.01,1489.903252,2599.81,2628.16,2581.22,2593.58,13162.04312
09/06/2021 18:00,36575.01,36900,35813.92,35903.26,839.2463859,2593.57,2613.99,2557.93,2562.15,9094.050996
09/06/2021 19:00,35903.26,36438.27,35409.83,36301.7,1159.78201,2562.14,2590.57,2544,2563.73,8158.428775
09/06/2021 20:00,36304.66,36516.85,36149.36,36410.94,655.0074967,2563.99,2578.18,2551.51,2561.1,5428.870567
09/06/2021 21:00,36410.94,36758.57,36213.34,36675.6,559.1597978,2561.51,2590.03,2555.96,2582.69,6762.483524
09/06/2021 22:00,36673.73,37309.89,36530.37,37118.53,1038.605978,2582.69,2626,2579.34,2601.23,13724.15249
09/06/2021 23:00,37122.07,37573.99,36977.15,37403.86,997.132973,2600.21,2614.75,2588,2611.27,9463.364751
10/06/2021 0:00,37404.75,37685,36881.58,36976.17,905.3491922,2611.4,2625,2574.93,2581.01,9050.359415
10/06/2021 1:00,36975.96,37366.66,36876.02,36902.79,548.6717029,2581.08,2604.8,2567.21,2572.12,5265.938221
10/06/2021 2:00,36907.93,37122.05,36771.83,37122.05,689.7244287,2572.13,2577.6,2563.04,2574.06,4455.306732
10/06/2021 3:00,37122.05,37480,36966.45,36988.79,588.8655896,2573.75,2596.58,2561,2564.75,7249.23709
10/06/2021 4:00,36985.35,37241.09,36675,36813.86,476.4002174,2564.48,2576.87,2538.15,2547.08,5743.891533
10/06/2021 5:00,36812.93,36971.11,36555,36830.65,498.8790093,2547.11,2559.59,2523.28,2538.14,5796.232892
10/06/2021 6:00,36830.66,37050.55,36568.55,36769.72,328.8422723,2538.2,2555.1,2522.98,2541.86,6100.78589
10/06/2021 7:00,36772.26,37015.71,36647.4,36984.18,325.7200693,2541.34,2557.44,2530.2,2550.1,3343.095217
10/06/2021 8:00,36984.19,36984.19,36343.15,36418.31,470.155383,2548.69,2549.03,2508.09,2512.8,5014.289007
10/06/2021 9:00,36418.3,37515.54,36263.01,37426.67,1086.709981,2512.62,2574.93,2495.7,2568.23,9970.653427
10/06/2021 10:00,37426.66,38425.67,37322.41,37845.91,1661.35887,2568.4,2605.3,2561.49,2576.52,9828.391691
10/06/2021 11:00,37846.69,38197.32,37698.51,37843.95,593.2974285,2576.81,2589.32,2561.35,2568.35,4996.212705
10/06/2021 12:00,37843.96,37978.97,37415.78,37796.31,906.6611589,2568.36,2572.43,2533.99,2558.84,6568.89432
10/06/2021 13:00,37800.06,37929,37473.44,37884.13,803.299042,2558.84,2561.64,2526.01,2547.29,7998.405568
10/06/2021 14:00,37883.22,38228.05,36800,37027.59,1859.394836,2547.36,2562.41,2504.68,2523.84,12904.01488
10/06/2021 15:00,37027.58,37250,36664.41,36912.97,831.7574351,2523.49,2529.26,2497,2512.86,7676.854913
10/06/2021 16:00,36912.02,37163.54,36675.17,36835.08,904.4015437,2512.54,2524,2474.38,2481.66,11804.1106
10/06/2021 17:00,36834.41,36927.32,36155,36497.79,1919.011006,2481.56,2489.19,2450,2467.18,13523.15164
10/06/2021 18:00,36487.93,36882.98,36430.5,36790,933.5706144,2467.17,2478,2456.91,2476,8110.650675
10/06/2021 19:00,36780.4,36880,36370.08,36697.68,776.8866563,2475.48,2482.49,2450,2459.47,7572.094324
