time,open,high,low,close,volume
2024-07-08 00:00:00,55852.61,56023.92,55026.0,55089.03,718.62718509
2024-07-08 01:00:00,55089.03,55114.68,54278.93,54953.83,1577.61749524
2024-07-08 02:00:00,54953.83,55453.21,54608.85,55383.87,790.5261266
2024-07-08 03:00:00,55383.87,55489.48,54865.73,55155.86,412.06972784
2024-07-08 04:00:00,55155.86,55625.51,54444.17,55483.64,1009.82582357
2024-07-08 05:00:00,55483.64,55707.46,55276.56,55475.29,394.0126435
2024-07-08 06:00:00,55470.0,55905.34,55203.07,55638.23,471.65891854
2024-07-08 07:00:00,55638.22,55872.98,55530.02,55857.42,341.25038761
2024-07-08 08:00:00,55857.43,57889.02,55738.24,57769.56,1738.23653712
2024-07-08 09:00:00,57778.0,58200.0,57353.25,57515.06,763.34705705
2024-07-08 10:00:00,57512.46,57715.02,56700.0,56804.0,669.50044041
2024-07-08 11:00:00,56820.16,57344.2,56748.03,57142.05,371.58597783
2024-07-08 12:00:00,57135.26,57612.41,56851.86,57140.72,447.22200675
2024-07-08 13:00:00,57136.13,57425.53,56772.3,57200.9,786.07825586
2024-07-08 14:00:00,57212.0,57285.08,54938.68,56173.3,2505.44209235
2024-07-08 15:00:00,56179.84,56761.35,55680.37,55740.97,1068.22708533
2024-07-08 16:00:00,55740.97,56104.76,55409.4,55803.54,853.68558196
2024-07-08 17:00:00,55801.54,56360.23,55580.72,56274.22,486.56836705
2024-07-08 18:00:00,56274.22,56556.79,56144.18,56269.97,489.98919644
2024-07-08 19:00:00,56269.96,56548.92,56133.29,56475.05,1540.25648418
2024-07-08 20:00:00,56478.63,56569.2,56193.6,56259.78,532.61369302
2024-07-08 21:00:00,56259.73,56792.32,56170.13,56637.52,389.36138674
2024-07-08 22:00:00,56637.52,56963.5,56544.98,56678.21,432.26817856
2024-07-08 23:00:00,56676.33,56858.41,56602.27,56699.43,253.07796408
2024-07-09 00:00:00,56701.18,56757.67,56276.37,56524.6,350.3431549
2024-07-09 01:00:00,56533.67,57271.21,56433.55,56549.34,410.00180115
2024-07-09 02:00:00,56554.2,57356.24,56323.89,57249.24,457.10620314
2024-07-09 03:00:00,57248.64,57266.37,56864.56,57160.29,210.16339522
2024-07-09 04:00:00,57158.04,57369.75,57094.04,57282.01,221.90275186
2024-07-09 05:00:00,57282.81,57435.28,57109.19,57290.89,239.64744086
2024-07-09 06:00:00,57294.03,57765.95,57194.45,57478.82,283.85778767
2024-07-09 07:00:00,57480.78,57569.24,57000.0,57108.17,455.49170629
2024-07-09 08:00:00,57108.17,57883.88,57009.76,57605.52,989.56205391
2024-07-09 09:00:00,57605.52,57691.5,57490.33,57582.06,322.7087267
2024-07-09 10:00:00,57582.0,57667.55,57272.52,57429.05,375.32708961
2024-07-09 11:00:00,57424.73,57539.8,57216.08,57427.48,218.12024388
2024-07-09 12:00:00,57423.61,57561.8,57264.52,57338.02,208.10401838
2024-07-09 13:00:00,57338.15,57412.93,56952.69,57324.23,554.71424338
2024-07-09 14:00:00,57324.24,58122.0,57059.9,57072.3,1402.37080578
2024-07-09 15:00:00,57072.04,57503.78,56910.35,57474.12,627.62005001
2024-07-09 16:00:00,57474.58,57866.2,57399.13,57694.24,468.98006805
