time,open,high,low,close,volume
2021-06-07 01:00:00,36303.93,36812.39,36183.73,36695.07,635.59579215
2021-06-07 02:00:00,36695.07,36774.17,36557.01,36654.5,359.14726421
2021-06-07 03:00:00,36654.5,36733.28,36306.18,36396.12,380.4834011
2021-06-07 04:00:00,36396.12,36571.88,36222.0,36268.91,286.83969213
2021-06-07 05:00:00,36269.6,36446.32,36100.01,36302.78,342.45721727
2021-06-07 06:00:00,36302.79,36370.95,36059.94,36094.65,289.93647091
2021-06-07 07:00:00,36094.64,36234.88,35861.54,36163.25,367.63141346
2021-06-07 08:00:00,36163.25,36340.23,35907.41,36121.33,293.55996971
2021-06-07 09:00:00,36128.37,36415.37,36063.91,36305.69,280.94728787
2021-06-07 10:00:00,36305.69,36620.2,36305.69,36513.13,349.99901417
2021-06-07 11:00:00,36513.14,36597.01,36327.62,36395.0,418.93575693
2021-06-07 12:00:00,36395.0,36790.16,36262.62,36632.16,662.77757249
2021-06-07 13:00:00,36632.15,36743.28,36244.89,36304.11,1020.27555557
2021-06-07 14:00:00,36304.11,36310.0,35865.81,36052.57,1397.69482613
2021-06-07 15:00:00,36052.58,36134.68,35914.84,36036.71,546.1585788
2021-06-07 16:00:00,36036.71,36088.61,35700.58,35799.99,706.09558836
2021-06-07 17:00:00,35800.0,35883.46,35572.43,35725.01,716.01365832
2021-06-07 18:00:00,35725.01,35773.57,35401.0,35490.95,890.88559796
2021-06-07 19:00:00,35491.8,35683.26,35333.09,35641.05,945.41168413
2021-06-07 20:00:00,35634.46,35738.64,34034.0,34461.35,2081.38038118
2021-06-07 21:00:00,34461.35,34650.0,33582.0,34133.2,2238.21186796
2021-06-07 22:00:00,34133.2,34300.0,33940.63,34177.51,1364.1824406
2021-06-07 23:00:00,34178.24,34190.44,33333.0,33575.91,1676.92092058
2021-06-08 00:00:00,33567.26,34069.0,33320.0,33692.04,1800.33573968
2021-06-08 01:00:00,33692.03,33990.76,33573.26,33807.41,1123.29519595
2021-06-08 02:00:00,33807.49,33885.39,32412.0,32737.41,2733.23931122
2021-06-08 03:00:00,32737.41,32915.39,32399.46,32847.19,1849.77108417
2021-06-08 04:00:00,32847.19,33160.95,32692.63,32869.08,1273.7812804
2021-06-08 05:00:00,32873.54,33000.0,32505.0,32925.0,740.55642082
2021-06-08 06:00:00,32918.79,32966.28,32583.91,32627.6,517.92486331
2021-06-08 07:00:00,32627.59,33257.97,32177.0,32979.31,1193.75584704
2021-06-08 08:00:00,32980.69,33356.39,32900.0,32930.81,649.12924481
2021-06-08 09:00:00,32932.28,32975.16,32699.09,32835.91,437.84650286
2021-06-08 10:00:00,32835.91,33201.45,32684.97,32823.33,880.9309575
2021-06-08 11:00:00,32823.33,33230.0,32720.0,33128.46,677.46457151
2021-06-08 12:00:00,33123.94,33204.49,32834.99,32911.15,700.33810151
2021-06-08 13:00:00,32911.14,32968.0,32370.92,32389.45,1847.52902325
2021-06-08 14:00:00,32389.46,32540.01,31468.01,31761.81,4159.30830029
2021-06-08 15:00:00,31761.81,31824.98,31004.95,31726.12,3852.2265549
2021-06-08 16:00:00,31726.13,32392.11,31600.1,32201.01,2026.89978328
2021-06-08 17:00:00,32201.37,32234.03,31880.13,32192.52,1101.3966743
2021-06-08 18:00:00,32193.32,32809.93,32100.4,32785.33,1776.20581493
2021-06-08 19:00:00,32780.33,33036.49,32666.25,32909.62,1551.33032699
2021-06-08 20:00:00,32909.61,33931.82,32703.4,33642.33,1561.58721883
2021-06-08 21:00:00,33636.23,33828.32,33121.77,33497.06,1232.71418861
2021-06-08 22:00:00,33494.24,33827.0,33371.16,33468.41,554.08421335
2021-06-08 23:00:00,33467.26,33669.0,33350.0,33402.13,695.90632964
2021-06-09 00:00:00,33402.13,33561.1,32822.99,32917.37,958.97364267
2021-06-09 01:00:00,32917.38,33059.12,32468.94,32538.94,948.04552593
2021-06-09 02:00:00,32538.94,33300.0,32408.53,32888.35,1255.58848149
2021-06-09 03:00:00,32898.2,33126.56,32643.86,32886.62,787.99361437
2021-06-09 04:00:00,32883.3,33017.01,32560.55,32990.37,606.84197516
2021-06-09 05:00:00,32995.97,33772.97,32935.01,33533.94,1210.16162583
2021-06-09 06:00:00,33533.93,34380.0,33465.48,34242.96,965.04803246
2021-06-09 07:00:00,34239.61,34608.1,34117.94,34192.33,946.24514824
2021-06-09 08:00:00,34192.32,34323.96,33710.94,34079.41,734.30581479
2021-06-09 09:00:00,34079.41,34400.03,33999.22,34021.8,494.35992458
2021-06-09 10:00:00,34021.8,34733.0,33965.55,34508.46,598.93304153
2021-06-09 11:00:00,34508.47,35075.0,34392.92,35010.4,839.99855474
2021-06-09 12:00:00,35017.72,35435.44,34861.83,34918.3,1208.58995775
2021-06-09 13:00:00,34921.93,35203.64,34772.39,35117.32,923.82634396
2021-06-09 14:00:00,35118.0,35439.99,34608.83,34704.71,1566.63794877
2021-06-09 15:00:00,34704.59,36696.72,34698.66,36376.95,3792.76591649
2021-06-09 16:00:00,36376.64,36707.75,36100.0,36526.68,1463.74448955
2021-06-09 17:00:00,36526.68,36950.0,36300.0,36575.01,1489.90325248
2021-06-09 18:00:00,36575.01,36900.0,35813.92,35903.26,839.2463859
2021-06-09 19:00:00,35903.26,36438.27,35409.83,36301.7,1159.78201025
2021-06-09 20:00:00,36304.66,36516.85,36149.36,36410.94,655.00749665
2021-06-09 21:00:00,36410.94,36758.57,36213.34,36675.6,559.15979775
2021-06-09 22:00:00,36673.73,37309.89,36530.37,37118.53,1038.60597817
2021-06-09 23:00:00,37122.07,37573.99,36977.15,37403.86,997.13297303
2021-06-10 00:00:00,37404.75,37685.0,36881.58,36976.17,905.34919222
2021-06-10 01:00:00,36975.96,37366.66,36876.02,36902.79,548.6717029
2021-06-10 02:00:00,36907.93,37122.05,36771.83,37122.05,689.7244287
2021-06-10 03:00:00,37122.05,37480.0,36966.45,36988.79,588.86558955
2021-06-10 04:00:00,36985.35,37241.09,36675.0,36813.86,476.40021737
2021-06-10 05:00:00,36812.93,36971.11,36555.0,36830.65,498.8790093
2021-06-10 06:00:00,36830.66,37050.55,36568.55,36769.72,328.84227234
2021-06-10 07:00:00,36772.26,37015.71,36647.4,36984.18,325.72006925
2021-06-10 08:00:00,36984.19,36984.19,36343.15,36418.31,470.15538298
2021-06-10 09:00:00,36418.3,37515.54,36263.01,37426.67,1086.70998136
2021-06-10 10:00:00,37426.66,38425.67,37322.41,37845.91,1661.35887036
2021-06-10 11:00:00,37846.69,38197.32,37698.51,37843.95,593.29742846
2021-06-10 12:00:00,37843.96,37978.97,37415.78,37796.31,906.6611589
2021-06-10 13:00:00,37800.06,37929.0,37473.44,37884.13,803.29904202
2021-06-10 14:00:00,37883.22,38228.05,36800.0,37027.59,1859.39483576
2021-06-10 15:00:00,37027.58,37250.0,36664.41,36912.97,831.75743513
2021-06-10 16:00:00,36912.02,37163.54,36675.17,36835.08,904.4015437
2021-06-10 17:00:00,36834.41,36927.32,36155.0,36497.79,1919.01100628
2021-06-10 18:00:00,36487.93,36882.98,36430.5,36790.0,933.57061435
2021-06-10 19:00:00,36780.4,36880.0,36370.08,36697.68,776.88665625
2021-06-10 20:00:00,36697.68,36720.18,35800.0,36484.55,1352.5005584
2021-06-10 21:00:00,36484.6,36743.42,36168.0,36712.17,498.00844489
2021-06-10 22:00:00,36712.16,37115.93,36594.71,36849.01,560.38384835
2021-06-10 23:00:00,36849.0,37000.0,36620.03,36694.05,333.96490029
2021-06-11 00:00:00,36694.91,37273.42,36278.84,36428.95,793.3135746
2021-06-11 01:00:00,36431.49,36518.45,35944.0,36308.9,697.37424238
2021-06-11 02:00:00,36313.24,36369.02,35964.83,36356.19,462.47964949
2021-06-11 03:00:00,36360.87,36919.32,36342.87,36783.02,503.77842333
2021-06-11 04:00:00,36776.01,37161.48,36664.58,37052.99,445.61296995
2021-06-11 05:00:00,37051.13,37400.0,36921.88,37013.52,440.29428266
2021-06-11 06:00:00,37015.64,37053.84,36467.42,36527.45,274.60081963
2021-06-11 07:00:00,36526.79,37196.75,36415.42,37158.48,439.30831574
2021-06-11 08:00:00,37155.78,37336.14,36936.87,37040.04,325.69012917
2021-06-11 09:00:00,37039.73,37483.0,36987.07,37063.49,305.90673355
2021-06-11 10:00:00,37063.49,37695.0,37041.25,37497.99,604.25534419
2021-06-11 11:00:00,37498.0,37569.33,37216.67,37395.87,436.98634296
2021-06-11 12:00:00,37398.31,37491.17,37051.78,37330.21,418.98499721
2021-06-11 13:00:00,37329.83,37600.0,37329.82,37461.65,595.35006428
2021-06-11 14:00:00,37461.65,37522.27,37125.0,37253.65,1144.93135391
2021-06-11 15:00:00,37253.66,37263.0,36763.73,36820.63,761.56851762
2021-06-11 16:00:00,36816.75,36969.39,36521.84,36659.18,790.11282361
2021-06-11 17:00:00,36663.68,36964.39,36590.4,36922.01,801.16706018
2021-06-11 18:00:00,36922.0,37250.0,36768.47,37179.4,573.14330572
2021-06-11 19:00:00,37179.4,37397.28,37087.03,37256.95,667.31216283
2021-06-11 20:00:00,37256.94,37472.08,37151.09,37151.09,667.29800405
2021-06-11 21:00:00,37151.09,37316.92,36793.86,36916.42,681.98817227
2021-06-11 22:00:00,36910.14,37492.0,36862.27,37350.01,649.08703957
2021-06-11 23:00:00,37350.01,37395.57,36949.26,37338.44,661.64917071
2021-06-12 00:00:00,37340.08,37448.0,36996.04,37063.8,500.81555292
2021-06-12 01:00:00,37061.23,37140.38,36156.71,36251.98,1068.4526592
2021-06-12 02:00:00,36244.8,36384.32,35415.01,35534.93,1437.68196324
2021-06-12 03:00:00,35535.83,35904.02,35293.91,35599.18,1000.10831787
2021-06-12 04:00:00,35599.18,35742.97,35123.67,35250.26,844.34414366
