time,Btc-open,Btc-high,Btc-low,Btc-close,Btc-volume,Eth-open,Eth-high,Eth-low,Eth-volume,Eth-close
16/01/2022,43098.2,43497.24,42600,43104.34,6481.658023,3327.81,3394.45,3275,58643.37423,3349.46
17/01/2022,43104.34,43200,41567.64,42218.01,10963.85191,3349.88,3360.07,3142.39,128212.7203,3210.98
18/01/2022,42214.66,42692.71,41287.79,42369.74,13658.50366,3211.08,3246.2,3083.68,151969.4848,3160.81
19/01/2022,42372.15,42586.03,41126,41674.27,15642.41728,3160.78,3176.81,3047,159240.2496,3085.27
20/01/2022,41672.14,43511.99,40555,40670.97,17860.82319,3084.49,3273.32,2986,185761.3749,3000.94
21/01/2022,40671.77,41127.79,35422,36456.94,50742.89616,3000.99,3034.7,2467.11,603711.8291,2569.01
22/01/2022,36456.67,36835.93,34017.56,35066.43,30044.12486,2568.12,2628.36,2301.6,457765.0435,2411.9
23/01/2022,35075.7,36555.55,34625,36282.47,17440.2274,2411.91,2551.3,2371.58,248046.6846,2541.19
24/01/2022,36275.28,37574.63,32933.33,36693.32,38776.29021,2541.19,2541.74,2159,583901.1806,2441.74
25/01/2022,36687.58,37579.81,35716.15,36980,21597.52201,2441.6,2509.87,2351.18,268705.4172,2460.68
26/01/2022,36980,38960,36254.97,36840.63,27403.99125,2460.4,2724,2400,409131.3447,2465
27/01/2022,36846.22,37249,35526.36,37188.37,23601.4621,2464.99,2521.96,2315.72,272971.5128,2425.82
28/01/2022,37188.37,38023.74,36162.48,37741.9,22716.16495,2425.01,2559.55,2358.63,231189.514,2546.84
29/01/2022,37741.9,38748.43,37300,38191.1,13103.19076,2546.84,2640,2521.72,138968.3571,2603.74
30/01/2022,38189.82,38384.07,37365.31,37901.35,10632.53591,2603.39,2642,2542.66,103353.3664,2602.89
31/01/2022,37904.99,38785.04,36640.94,38491.93,19654.98487,2602.63,2708.98,2478.31,193802.1459,2689.72
01/02/2022,38492.53,39300,38021.53,38716.88,16379.93141,2689.87,2815.49,2675.99,212782.9026,2789.66
02/02/2022,38714.27,38888.88,36584.29,36923.39,13787.58719,2789.62,2814.1,2613.42,256394.5672,2682.66
03/02/2022,36923.39,37450.75,36259.01,37329.91,13283.28625,2683.09,2729.01,2572.66,197429.8521,2697.59
04/02/2022,37324.61,41788.81,37051.36,41614.64,22537.55826,2697.59,2999,2672.84,275254.7289,2998.19
05/02/2022,41613.75,41970,40955.4,41404.85,11187.20119,2997.63,3063.48,2957.98,159547.9362,3014.5
06/02/2022,41411.59,42719.93,41135.39,42415.16,6447.884889,3014.83,3076.25,2950.26,80118.01843,3058.22
07/02/2022,42416.06,44533,41678.79,43868.07,20040.4986,3058.21,3199.08,2995.22,232464.2845,3141.89
08/02/2022,43868.08,45519.24,42688,44085.59,20387.64565,3141.84,3234.67,3027.56,215565.0562,3119.57
09/02/2022,44087.58,44865.46,43155.5,44416.35,12785.81171,3119.91,3274,3057.16,159305.1438,3246.22
10/02/2022,44416.39,45855,43210,43527.71,20024.52327,3246.28,3284.75,3057.81,221267.3367,3074.85
11/02/2022,43521.88,43962.13,42000,42386.47,19367.4152,3074.84,3140.86,2879.34,268537.6643,2929.08
12/02/2022,42386.47,43050,41750,42244.97,8664.419567,2929.09,2987.62,2857.11,113168.1732,2919.99
13/02/2022,42244.91,42781.96,41885.61,42074.99,6208.940937,2919.86,2955.65,2836.47,82968.08334,2872.84
14/02/2022,42073.37,42876.15,41570,42548.71,14805.98339,2872.83,2966.53,2830.01,176105.1371,2931.01
15/02/2022,42548.71,44775.96,42433.28,44583.52,14154.73453,2931.17,3199,2911.87,180355.8032,3186.24
16/02/2022,44580.73,44585.69,43330.59,43895.56,9663.440404,3186.24,3190,3043.41,148463.9306,3124.45
17/02/2022,43895.55,44195.62,40099.99,40536.73,18630.10842,3124.44,3162.35,2853,210090.9138,2893.56
18/02/2022,40537.94,40990.9,39425.07,39983.56,16491.01306,2894.52,2945.98,2752.67,197402.2976,2780.08
19/02/2022,39993.64,40469.82,39655,40101.94,6277.302013,2780.05,2833.3,2696.39,111215.1442,2764.44
20/02/2022,40101.93,40146.07,38000,38389.03,10972.32176,2764.53,2765.24,2575.75,165033.103,2622.47
21/02/2022,38395.99,39506.91,36811,37023,20970.76379,2622.47,2760.71,2559.77,235808.7591,2569
22/02/2022,37022.11,38469.06,36350,38251.48,22767.08772,2569.6,2667.28,2500.74,241082.8165,2637.98
23/02/2022,38251.67,39276.85,37055,37268.19,15510.1133,2638.2,2756.9,2576.69,189232.9352,2580.97
24/02/2022,37268.18,39720,34322,38347.3,42124.51876,2580.54,2750,2300,495732.4605,2597.42
25/02/2022,38347.3,39716,38016.44,39238.48,20761.66924,2597.39,2837.23,2572.23,232940.2653,2769.52
26/02/2022,39242.71,40300.5,38592.04,39137.8,8601.671097,2769.24,2880,2728.53,118737.4594,2780.71
27/02/2022,39146.97,39875.71,37020,37717.08,14440.23638,2780.76,2836.26,2558.48,193491.837,2618.01
28/02/2022,37716.57,44240.77,37455.71,43192.66,25699.68423,2617.79,2960.25,2570,273216.3611,2923.08
01/03/2022,43189.61,44993.12,42850,44439.95,22596.96095,2922.87,3040.7,2855.29,249644.2541,2977.72
02/03/2022,44440,45426.45,43342.16,43912.34,17466.98591,2977.72,3045,2914.9,231625.4761,2948.56
03/03/2022,43916.47,44096.45,41811,42464.41,19278.28225,2948.58,2972.07,2785.01,191801.9442,2833.66
04/03/2022,42464.41,42524.87,38577.01,39166.51,24080.60599,2833.71,2835.95,2575,264628.6709,2623.07
05/03/2022,39166.5,39600,38587.27,39402.43,8440.516389,2623.08,2685.93,2589.93,74795.8149,2665.77
06/03/2022,39407.87,39730.5,38091.02,38408.38,10099.98545,2665.94,2677,2536.4,81556.05091,2550.77
07/03/2022,38406.82,39556.58,37161.88,37994,19544.28415,2550.46,2649.81,2445,209566.7379,2491.58
08/03/2022,37991.05,39376.65,37851.54,38749.38,19132.76914,2491.29,2626.16,2480.33,192900.8372,2576.72
09/03/2022,38749.16,42597.84,38655.98,41953.97,24651.67344,2577.11,2774.26,2567.98,178230.2913,2727.6
10/03/2022,41949.28,42053.84,38560.85,39433.71,20814.01456,2727.86,2734.33,2553.42,181463.0789,2608.22
11/03/2022,39431.4,40251.51,38234.08,38732.04,15908.57521,2608.46,2679.56,2523.28,155353.9803,2556.42
12/03/2022,38732.33,39472.17,38654.02,38813.02,5644.146868,2556.39,2617.83,2552.52,56451.09317,2569.3
13/03/2022,38815.56,39318.19,37580.86,37793.01,8046.376125,2569.09,2603.56,2492.98,71303.49492,2516.41
14/03/2022,37793.4,39906.39,37560.4,39674.17,13566.81094,2516.42,2609.56,2499,133881.3017,2590.23
15/03/2022,39678.51,39900,38135,39298.1,14924.67642,2590.12,2670.53,2508.05,161601.5086,2619.15
16/03/2022,39298.11,41717.67,38850,41127.97,22805.4826,2619.01,2789.58,2604.32,211196.0661,2774.89
17/03/2022,41127.96,41486,40521,40950.33,15717.77422,2775.16,2839.59,2747.77,228315.8183,2814.67
18/03/2022,40950.23,42396.04,40130,41774.98,17181.15227,2814.62,2987,2768.25,226096.281,2939.17
19/03/2022,41781.37,42429,41534.89,42232.26,8630.972839,2939.18,2988.89,2895.37,101087.6725,2952.16
20/03/2022,42232.05,42330.1,40918.72,41287.24,7621.030367,2952.35,2965.94,2819.18,103674.3663,2862.44
21/03/2022,41287.24,41578.33,40509,41017.71,10996.47661,2862.44,2965.26,2832.97,148907.4113,2891.08
22/03/2022,41017.7,43389.79,40885.19,42378.26,19913.28661,2890.78,3053.98,2887.79,192172.5504,2970.51
23/03/2022,42376.03,43036.95,41766.79,42899.71,13745.27564,2970.51,3046.99,2920.64,212170.392,3038.93
24/03/2022,42899.71,44241,42627.48,44012.29,21827.93264,3037.82,3130.41,3003.51,248655.8679,3112.52
25/03/2022,44012.36,45130.91,43605.8,44331.85,19128.13735,3112.95,3195,3076.18,220943.3972,3104.15
26/03/2022,44336.19,44820.58,44091.09,44539.42,7305.17828,3103.91,3154.47,3086.2,69714.86953,3146.22
27/03/2022,44538.21,46950,44437.22,46850.01,10356.10317,3146.33,3299.99,3127.74,122475.8318,3296.29
28/03/2022,46850.01,48240,46662.28,47144.92,18787.66319,3296.24,3437.24,3275.57,237110.1674,3334.47
29/03/2022,47146.92,48124.94,46589,47454.19,15776.65109,3334.19,3483.87,3331.23,174573.9693,3401.71
30/03/2022,47448.41,47717.01,46544.89,47078.03,12672.44585,3401.7,3448.62,3333.87,135283.4555,3386.68
31/03/2022,47078.02,47624.09,45211,45528.45,17454.79144,3386.69,3447.03,3260.99,168597.7118,3283.08
01/04/2022,45525.25,46739.24,44232.86,46296.34,18111.13598,3283.08,3482.42,3211.66,213450.7961,3456.48
02/04/2022,46296.36,47219.46,45642.89,45826.27,8380.142744,3456.25,3532.85,3433.31,117055.4434,3445.38
03/04/2022,45826.24,47469.4,45552.07,46422.16,8773.771859,3445.25,3581.6,3413.66,100873.7841,3522.78
04/04/2022,46420.08,46900,45129.93,46596.83,13802.44112,3522.51,3548.51,3405.79,155953.2313,3520.66
05/04/2022,46594.39,47200,45371.16,45506.5,14390.57309,3520.5,3555.48,3395.8,166478.1332,3407
06/04/2022,45509.92,45523.25,43115.26,43166.7,24250.37284,3406.99,3408,3161.64,311364.3304,3168.52
07/04/2022,43166.71,43908.58,42734.69,43452.18,13245.36612,3168.1,3269.56,3143.07,157725.4633,3227.56
08/04/2022,43444.71,44000,42112,42262.02,11929.52124,3227.26,3313.79,3173.48,137312.604,3192.54
09/04/2022,42261.9,42816.38,42118.96,42766.93,4805.716898,3192.54,3269.74,3181.8,48962.32689,3258.99
10/04/2022,42766.46,43443.32,41885.86,42165.96,5770.493681,3259.45,3309.28,3189.92,58700.63988,3203.05
11/04/2022,42165.96,42424.14,39204.59,39535.87,17229.3729,3203.05,3214.88,2950,238180.4173,2979.55
12/04/2022,39535.88,40705.68,39250,40086.23,13866.41847,2979.32,3089.87,2950.35,201291.8014,3027.82
13/04/2022,40086.7,41570.88,39550,41146.68,11457.63381,3028.27,3129.92,2997.5,135126.032,3119
14/04/2022,41147.15,41512.43,39573.8,39954.08,11020.37202,3119.01,3145.19,2976,131077.9921,3021.78
15/04/2022,39953.62,40850,39770.22,40554.58,6448.011347,3021.68,3058.99,2993.29,75091.03162,3040.19
16/04/2022,40554.6,40699.99,40005,40387.6,4084.165651,3040.41,3086.83,3010.67,46446.22013,3060.35
17/04/2022,40387.6,40605.46,39553.07,39683.54,4833.314936,3060.35,3082.96,2981.52,67328.66943,2988.4
18/04/2022,39681.11,41100,38550,40803.58,13090.79423,2988.09,3071.26,2880,165766.8395,3056.19
19/04/2022,40810.87,41772.94,40571.99,41503.85,10218.11371,3055.86,3132.47,3029.58,117657.2424,3102.26
20/04/2022,41501.56,42209.58,40900,41377.61,14609.28393,3102.44,3169.29,3032.72,117310.3937,3077.06
21/04/2022,41371.88,43109.47,39744.75,40480.81,17204.35327,3077.16,3179.74,2940,173634.2673,2983.94
22/04/2022,40483.38,40802.65,39174.8,39712.25,16871.32105,2983.72,3033.76,2933.13,147896.534,2963.05
23/04/2022,39712.2,39993.82,39296.19,39465.87,6957.167104,2963.03,2979.57,2917.34,50757.61746,2933.44
24/04/2022,39459.63,39945.74,39000,39464.56,6436.456569,2933.45,2968.31,2911.9,47964.59819,2921.96
25/04/2022,39463.75,40605.3,38210.24,40439.22,20515.87533,2921.7,3026.93,2797.51,231201.0813,3007.22
26/04/2022,40440.9,40817.16,37700,38113.82,21648.11425,3007.24,3038.6,2766.77,191167.4319,2809.26
27/04/2022,38118.43,39470,37882.83,39251.11,20832.19649,2809.5,2920,2794.23,172782.7176,2889.78
28/04/2022,39251.02,40400,38883.83,39743.22,16718.83057,2889.78,2980.36,2853.83,167061.0127,2935.91
29/04/2022,39741.21,39926.8,38161.85,38593.1,14282.25994,2935.97,2946.68,2775.51,204389.1748,2816.94
30/04/2022,38592.27,38795,37590,37644.1,6931.072001,2816.77,2842.08,2716.4,98131.72028,2726.59
01/05/2022,37640.35,38675.37,37401,38473.05,7980.89976,2726.37,2849,2716.79,98806.09499,2824.86
02/05/2022,38469.49,39181.27,38041,38510.89,17946.98346,2824.79,2883,2776.26,205159.6696,2856.21
03/05/2022,38510.88,38643.48,37505.01,37719.59,17946.9945,2856.3,2861.73,2753.66,156812.9056,2780.34
04/05/2022,37719.58,40038.27,37651.38,39669.56,21513.95419,2780.35,2969.86,2770.02,173451.3095,2939.98
05/05/2022,39669.56,39864.55,35568,36537.22,28832.99792,2939.98,2953.73,2687.88,194599.9121,2747.43
06/05/2022,36537.22,36664.4,35255.4,35999.1,28626.64878,2747.46,2757.78,2631.97,184926.2619,2691.72
07/05/2022,35999.1,36125,34785,35458,11372.45319,2691.89,2703.61,2585.79,75304.26885,2634.8
08/05/2022,35458,35499.93,33701,34027.91,22357.51152,2634.57,2641.4,2482,136224.2228,2519.1
09/05/2022,34033.49,34231.54,30010,30078.27,55136.45333,2518.82,2529.47,2222.22,470978.6906,2228.5
10/05/2022,30078.27,32645.49,29735.05,31002.39,55818.019,2227.74,2458.09,2198.24,464832.5381,2340.51
11/05/2022,31002.39,32185.9,27682.38,28972.34,61128.25296,2340.66,2451.12,2000,562341.5481,2075.93
12/05/2022,28977.75,30091.2,25338.53,28941.95,70702.60932,2075.55,2188.14,1701,803672.0758,1954.39
13/05/2022,28941.95,30990,28662.7,29232.18,34643.05119,1954.27,2145.56,1934.61,336488.2123,2005.48
14/05/2022,29234.73,30287.58,28564.38,30041.88,15245.46818,2005.69,2066.4,1941.57,118520.2326,2053.33
15/05/2022,30041.9,31418.35,29436.06,31290.05,16440.89299,2053.43,2164.17,1997.44,100927.0581,2142.69
16/05/2022,31290.02,31293.31,29055,29839.89,22646.18507,2142.74,2142.82,1976.22,188600.4288,2020.58
17/05/2022,29839.89,30750,29415.01,30412.12,19833.30677,2020.57,2120,2005,153232.4867,2088.96
18/05/2022,30412.1,30675.92,28605,28672.94,28348.42644,2088.95,2108.8,1905.24,180708.34,1911.98
19/05/2022,28671.5,30500,28645.2,30274.59,29009.97106,1912.04,2039.52,1900.1,206357.2589,2017.57
20/05/2022,30274.59,30729.83,28690.92,29155.75,34328.18792,2017.36,2062.45,1919.56,197708.3405,1956.58
21/05/2022,29155.74,29613.34,28913.26,29408.26,9998.483602,1956.57,1988.3,1935,54572.49166,1972.64
22/05/2022,29407.4,30457.9,29211,30260.87,11774.13662,1972.64,2054.01,1963.4,81822.31011,2040.92
23/05/2022,30258.04,30635.39,28847.72,29082.52,25413.08255,2040.91,2087.6,1954.4,202518.2574,1971.06
24/05/2022,29079.31,29802,28611,29626.44,17077.0387,1970.85,1991.51,1909.51,163986.4193,1978.15
25/05/2022,29627.61,30192.08,29296.12,29503.49,17180.56601,1977.94,2020,1932.12,164438.5562,1940.83
26/05/2022,29503.48,29850,28000,29166.06,26598.58606,1940.48,1963.68,1734.5,289942.9006,1790.65
27/05/2022,29166.06,29355.4,28220,28598.31,21035.53737,1790.08,1820.84,1702.53,341796.6399,1724.83
28/05/2022,28598.31,29239.52,28500,29008.99,7717.343676,1724.8,1807.68,1719.76,107501.2575,1790.23
29/05/2022,29008.99,29550,28809.84,29447.07,6727.927704,1790.22,1825.22,1760.32,84009.43387,1811.1
30/05/2022,29447.08,32232.16,29273.65,31711.42,24915.37276,1811.27,2013,1801.21,218864.0595,1998.3
31/05/2022,31716.67,32383.96,31195.9,31784.05,21187.77667,1998.29,2015.54,1924.17,242245.2227,1940.59
01/06/2022,31784.18,31964.56,29308.01,29788.79,26857.46263,1940.49,1972.5,1761.59,266690.7085,1816.05
02/06/2022,29789.19,30655,29558.61,30433.75,18519.12608,1816.06,1852.01,1780,174506.8242,1832.45
03/06/2022,30429.12,30674.95,29213.47,29670.85,15016.78185,1832.62,1842.43,1735.79,190669.3415,1773.25
04/06/2022,29672.77,29952,29454.14,29843.18,6390.75943,1773.11,1814.4,1746.6,64987.78039,1803.35
05/06/2022,29837.56,30158.44,29505.65,29901.54,5482.496324,1803.47,1829.16,1771.77,59938.51406,1804.7
06/06/2022,29899.62,31745,29866.44,31343.61,20384.91221,1804.78,1918.47,1802.52,184600.8629,1858.21
07/06/2022,31349.59,31549.21,29200,31106.9,23234.08117,1858.44,1872.82,1725,212923.7143,1811.89
08/06/2022,31111,31306.32,29829.98,30177,16775.53319,1812.17,1838,1763.69,170731.5809,1790.72
09/06/2022,30182.92,30679.72,29904,30079.62,13334.23491,1790.63,1832.31,1775.67,124180.4627,1787.55
10/06/2022,30079.59,30337.83,28821.15,29063.11,23208.77057,1787.44,1802.85,1654.15,236039.7206,1660.78
11/06/2022,29058.79,29411.11,28080.01,28388.63,13276.76193,1660.77,1680.43,1499.79,295048.5849,1531.09
12/06/2022,28395.03,28516.33,26532.95,26555.2,18661.94194,1531.23,1545.5,1423,308514.5426,1433.19
13/06/2022,26555.17,26869.35,21920,22460.97,81724.84469,1432.97,1452.97,1163.31,954717.1778,1207.82
14/06/2022,22460.97,23299.22,20816.4,22120.25,47382.80136,1207.9,1266.34,1074.64,681419.5106,1207.58
15/06/2022,22120.23,22769.12,20071,22562.33,62040.45346,1207.58,1247,1012.72,827548.4139,1236.45
16/06/2022,22562.33,22974.1,20200,20372,37587.21701,1236.45,1257.04,1050.39,411463.9778,1066.87
17/06/2022,20371.96,21338.7,20209.73,20447.86,25560.04919,1067.07,1117.43,1049.19,323648.9527,1085.76
18/06/2022,20447.86,20750,17567.45,18948.89,52894.97568,1085.65,1096.64,879.8,581590.0842,993.64
19/06/2022,18944.66,20795.11,17934.26,20552.44,29383.34369,993.64,1156.99,933.6,435976.0685,1126.9
20/06/2022,20552.39,21041.62,19603.8,20549.75,24904.11648,1126.97,1168.18,1051.3,314649.4596,1126.84
21/06/2022,20547.68,21711,20328.03,20696.96,23770.7514,1127.04,1193,1107.87,303835.0714,1124.85
22/06/2022,20699.63,20873.52,19751.51,19968.46,26569.63208,1124.9,1126.44,1042.36,270475.5697,1048.96
23/06/2022,19970.07,21211.97,19869.41,21104.45,21460.76884,1048.93,1153.01,1043.68,250147.3059,1144
24/06/2022,21104.45,21537.46,20712.54,21223.72,21361.76526,1144.01,1244.78,1131.02,252255.1881,1224.47
25/06/2022,21221.13,21594.5,20900,21478.04,12877.97342,1224.26,1255,1178.77,152145.8782,1241.33
26/06/2022,21474.14,21866,20944.68,21027.92,11145.88853,1241.14,1280,1194.01,151784.2101,1197.13
27/06/2022,21024.85,21520,20500,20725.17,17440.94268,1196.99,1237.83,1171.88,196439.9934,1191.27
28/06/2022,20722.95,21189.99,20164.7,20252.89,17658.66042,1191.27,1236.21,1134.9,217739.9734,1142.65
29/06/2022,20253.5,20410.91,19823.43,20094.79,18278.45186,1142.47,1155.21,1085.41,287668.0381,1099.15
30/06/2022,20098,20143.53,18603,19985.62,28361.45876,1099.09,1105.61,997.02,338995.2971,1070.08
01/07/2022,19985.62,20879.99,18938.33,19252.76,32977.00052,1070.08,1115,1031.86,324097.4813,1057.57
02/07/2022,19252.76,19422.02,18955.02,19224.03,10707.74161,1058.3,1077.5,1025.95,114219.7446,1065.61
03/07/2022,19225.54,19622.33,18755.75,19291.33,11826.36538,1065.58,1087.33,1039.55,110714.6005,1072.88
04/07/2022,19291.35,20331.76,19029.33,20211.35,14462.5723,1072.9,1160,1043.47,205563.7929,1149.98
05/07/2022,20212.42,20734.89,19274.95,20153.51,21938.40185,1149.98,1172.38,1075.7,267186.0568,1131.26
06/07/2022,20153.74,20650,19743,20542.67,18489.12901,1131.16,1203.2,1110.56,284112.1416,1185.61
07/07/2022,20542.66,21855.72,20224.8,21614.6,25211.3328,1185.61,1254.04,1162.32,347073.162,1237.13
08/07/2022,21618.04,22490.54,21172,21582.2,25311.00379,1237.55,1275.51,1192.16,321436.4688,1213.19
09/07/2022,21582.28,21959.3,21311.04,21583.99,9424.314102,1213.38,1233.54,1203.7,94148.28234,1216.78
10/07/2022,21582.23,21595.75,20636.53,20850.65,9610.903994,1216.78,1219.41,1153.15,110105.3327,1167.68
11/07/2022,20850.65,20854.32,19860.12,19942.43,16061.4534,1167.66,1170.47,1079.8,229708.4871,1095.56
12/07/2022,19942.44,20037.46,19226.47,19303.65,21631.52226,1095.48,1097.35,1031.92,334310.0738,1037.34
13/07/2022,19304.71,20330.71,18892,20220.23,28211.91564,1037.5,1118,1005.25,448221.8358,1114.26
14/07/2022,20219.69,20893.73,19607.14,20577.02,24371.5091,1114.06,1213.26,1071.1,340272.0076,1192.7
15/07/2022,20574.96,21196.37,20368.67,20827.55,17731.34162,1192.67,1288.88,1180.16,439762.0623,1231.1
16/07/2022,20823.06,21582.71,20475.94,21189.68,12479.60343,1231.07,1423.31,1190.9,281556.5477,1355.7
17/07/2022,21189.23,21667.1,20750.1,20791.74,11450.67396,1355.5,1386.55,1318.79,287292.9117,1338.2
18/07/2022,20791.74,22777,20755.95,22427.56,31445.51329,1338.03,1597.58,1335.35,586368.7627,1581.34
19/07/2022,22434.97,23800,21578.57,23395.06,34808.90125,1581.09,1631.32,1492.66,531595.1247,1542.63
20/07/2022,23398.46,24287.13,22899,23226.99,34094.81155,1542.6,1621.44,1485.17,399979.0288,1522.12
21/07/2022,23225.24,23434.65,22340.07,23153.96,24113.43095,1521.88,1606.42,1463.26,333578.084,1575.68
22/07/2022,23152.76,23763.55,22505.56,22687.68,20884.25891,1575.44,1646.13,1516.75,301049.3872,1535.84
23/07/2022,22688.85,23006.16,21941.01,22450.69,12592.30067,1535.68,1596.87,1487.14,179754.7121,1549.15
24/07/2022,22451.36,23036.46,22263.85,22583.43,9132.961525,1549.16,1664.41,1546.7,181245.8869,1597.72
25/07/2022,22583.37,22665.74,21254.97,21313.41,22277.31379,1598.12,1610,1433.91,309771.9001,1440.75
26/07/2022,21312.06,21344.43,20715,21261.57,19333.35689,1440.63,1454.56,1356.3,283778.3769,1449.63
27/07/2022,21260.22,23110.73,21045.73,22962.59,24206.73012,1449.6,1645.46,1420.66,388150.0835,1636.4
28/07/2022,22960.74,24206.11,22580.86,23851.7,25681.25351,1636.53,1792.55,1592.36,446776.8787,1725.19
29/07/2022,23851.66,24450,23429.71,23784.5,18431.00205,1725.19,1766.56,1655.47,311510.5358,1722.25
30/07/2022,23787.84,24666,23516.11,23650.13,13265.47821,1722.46,1745.05,1674.05,180720.7389,1698.01
31/07/2022,23648.15,24192.18,23240.01,23307.44,7969.64723,1698.02,1754.25,1667.7,130340.3773,1679.31
01/08/2022,23307.44,23518.89,22850,23273.86,12543.4856,1679.31,1705,1606.9,180669.8256,1630.82
02/08/2022,23273.85,23464.97,22659.06,22989.4,15013.77829,1630.81,1679.28,1560,246683.0606,1631.28
03/08/2022,22994.78,23650.96,22694.56,22825,23966.78092,1631.1,1685.87,1590,328786.4769,1618.82
04/08/2022,22824.88,23234.29,22392.88,22623.94,21755.96367,1618.78,1663.35,1580.5,323547.745,1608.16
05/08/2022,22624.44,23478.58,22589.83,23320.81,26745.91293,1608.16,1742.52,1605.55,415383.7678,1736.79
06/08/2022,23320.71,23357.19,22917.49,22960.93,9285.192449,1737.12,1750,1685.99,206524.4078,1690.81
07/08/2022,22960.86,23405.02,22852.13,23177.39,8297.192272,1691.18,1730.26,1668.87,177400.9777,1700.42
08/08/2022,23180.26,24251.08,23158.32,23815.65,24093.33218,1700.52,1818.25,1693.41,345585.0073,1777.36
09/08/2022,23815.68,23929.35,22871.66,23158.27,22349.07822,1777.36,1791.33,1668.8,353991.6433,1703.35
10/08/2022,23158.32,24224.67,22666.23,23962.18,25974.49772,1703.35,1886.36,1656,491866.385,1854.12
11/08/2022,23959.3,24929.99,23862.66,23944.86,29681.35923,1854.42,1946.21,1850.95,451248.1904,1881.04
12/08/2022,23944.85,24463.01,23600.01,24415.18,17244.151,1880.96,1966.89,1850.51,301803.3865,1959.91
13/08/2022,24415.08,24898.91,24302.36,24456.49,13678.30446,1959.94,2020.73,1947.19,282479.091,1984.75
14/08/2022,24456.17,25054.1,24151.63,24316.71,23306.171,1984.72,2031.39,1906.51,263413.8703,1935.85
15/08/2022,24316.58,25214.57,23777,24097.82,27821.25611,1936,2013.47,1866.51,473905.0782,1899.39
16/08/2022,24099.7,24253.98,23668,23857.93,19601.9058,1899.05,1915.51,1852.85,362478.8125,1876.57
17/08/2022,23857.89,24448.49,23180.14,23341.17,22747.43895,1877.06,1957.59,1815,450374.8269,1834.61
18/08/2022,23344.42,23600,23107.27,23189.46,13825.6309,1834.52,1883.35,1821.02,270253.6653,1845.9
19/08/2022,23188.94,23206.76,20782.39,20834.94,45962.72574,1846.15,1848.29,1602.28,731158.9894,1608.72
20/08/2022,20834.94,21372.93,20760.93,21139.23,21809.40488,1608.64,1658.14,1523.54,450361.0166,1575.76
21/08/2022,21139.22,21795.08,21067.33,21518.62,16024.82128,1575.76,1646.69,1562.27,397164.8188,1617.84
22/08/2022,21514.45,21540,20889.69,21398.25,26215.93682,1617.88,1629.61,1528.93,518834.5582,1624.78
23/08/2022,21396.37,21679.52,20889.69,21528.34,22744.05096,1624.89,1674.12,1563.29,445250.5807,1665.93
24/08/2022,21526.74,21925,21147.41,21367.12,22538.91386,1665.95,1694.89,1604.6,508562.942,1656.74
25/08/2022,21367.12,21818.32,21307.32,21561.86,17065.2835,1656.54,1722.18,1653.57,300950.8322,1695.27
26/08/2022,21561.49,21878.05,20112.78,20240.72,37169.0264,1695.16,1706.41,1485.94,570455.8062,1508.02
27/08/2022,20240.63,20389.14,19800,20036.69,22160.97938,1508.04,1519.11,1446.62,368067.5048,1491.22
28/08/2022,20035.3,20164.26,19513.74,19554.03,17117.31913,1490.87,1511.12,1423.85,292543.9348,1426.63
29/08/2022,19552.31,20427.19,19545.57,20286.97,33436.35652,1426.29,1560.37,1420.74,488169.7907,1551.65
30/08/2022,20286.95,20582.64,19540.14,19813.17,46462.27939,1551.51,1606.34,1474.14,544379.7084,1524.81
31/08/2022,19813.97,20489,19799.97,20048.26,36587.60324,1524.61,1619.99,1524.12,511240.9158,1554
01/09/2022,20048.27,20205.53,19561.01,20133.65,23858.64863,1554.25,1599.51,1512.83,327753.1314,1586.23
02/09/2022,20132.67,20444,19755,19953.74,19929.5459,1586.1,1650,1546.2,321184.0757,1575.69
03/09/2022,19953.4,20053.9,19655,19835.47,9538.498117,1575.81,1582.69,1534.54,129300.8124,1557.7
04/09/2022,19833.59,20026.2,19588.27,20004.73,10670.60767,1557.55,1583.52,1540.59,100143.2486,1579.04
05/09/2022,20003.85,20060,19633.11,19794.58,13935.11386,1578.97,1631.44,1557.04,183163.3834,1618.01
06/09/2022,19794.59,20179.86,18663.25,18790.91,34029.11127,1617.87,1686.82,1554.03,440790.4964,1559.28
07/09/2022,18790.77,19466.09,18527,19293.52,25583.39916,1558.92,1657.68,1489.98,335894.8244,1629.92
08/09/2022,19293.03,19460.7,19014.43,19321.87,20327.61614,1629.61,1664.52,1594.31,321019.1097,1635.73
09/09/2022,19322.56,21616.21,19294.49,21364.5,39579.81208,1635.72,1746.87,1630.51,343757.7099,1719.21
10/09/2022,21366.61,21815.15,21127.1,21651.52,17750.76003,1719.38,1789.86,1706.94,175467.8852,1774.69
11/09/2022,21656.03,21865.66,21356.37,21831.72,14386.63341,1774.73,1789.98,1719.01,153045.8917,1766.95
12/09/2022,21830.16,22490.05,21555,22402.71,28404.4947,1766.97,1783.56,1692.45,257983.6768,1716.71
13/09/2022,22402.58,22800,19855,20174.78,37351.56015,1716.65,1761.04,1561.06,456961.8497,1574.71
14/09/2022,20174.78,20545,19625,20227.77,25139.52734,1574.4,1649.44,1552.88,311641.0095,1639.14
15/09/2022,20227.7,20336.42,19500,19703.67,21124.30384,1639.12,1655.55,1457.69,415068.5766,1472.68
